"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes"
"Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000045)","2/106",0.360236680492169,0.430020749488035,0,0,1.60185788787484,1.635487320795,"PTPN6;AIF1"
"Regulation Of Intracellular Transport (GO:0032386)","1/38",0.365764594563678,0.433780637505949,0,0,2.24940130003421,2.26236985604796,"LCP1"
"Amino Acid Catabolic Process (GO:0009063)","1/38",0.365764594563678,0.433780637505949,0,0,2.24940130003421,2.26236985604796,"HNMT"
"Regulation Of Protein Import Into Nucleus (GO:0042306)","1/38",0.365764594563678,0.433780637505949,0,0,2.24940130003421,2.26236985604796,"HCLS1"
"Response To Peptide (GO:1901652)","1/38",0.365764594563678,0.433780637505949,0,0,2.24940130003421,2.26236985604796,"PRNP"
"Fatty Acid Transport (GO:0015908)","1/38",0.365764594563678,0.433780637505949,0,0,2.24940130003421,2.26236985604796,"ACSL1"
"Lymphocyte Proliferation (GO:0046651)","1/38",0.365764594563678,0.433780637505949,0,0,2.24940130003421,2.26236985604796,"PTPRC"
"mRNA Transcription By RNA Polymerase II (GO:0042789)","1/38",0.365764594563678,0.433780637505949,0,0,2.24940130003421,2.26236985604796,"C5AR1"
"Negative Regulation Of Epithelial Cell Apoptotic Process (GO:1904036)","1/38",0.365764594563678,0.433780637505949,0,0,2.24940130003421,2.26236985604796,"TNFAIP3"
"Positive Regulation Of Axonogenesis (GO:0050772)","1/38",0.365764594563678,0.433780637505949,0,0,2.24940130003421,2.26236985604796,"PLXNC1"
"Positive Regulation Of Cation Channel Activity (GO:2001259)","1/38",0.365764594563678,0.433780637505949,0,0,2.24940130003421,2.26236985604796,"CTSS"
"Positive Regulation Of Wnt Signaling Pathway (GO:0030177)","2/109",0.373054981358184,0.44160004054823,0,0,1.55670837953429,1.53496033389614,"ZEB2;TNFAIP3"
"Regulation Of Monoatomic Cation Transmembrane Transport (GO:1904062)","1/39",0.373326350068734,0.44160004054823,0,0,2.19009549189429,2.1579061444568,"KCNAB2"
"Carboxylic Acid Transmembrane Transport (GO:1905039)","1/39",0.373326350068734,0.44160004054823,0,0,2.19009549189429,2.1579061444568,"SLC7A8"
"Release Of Sequestered Calcium Ion Into Cytosol (GO:0051209)","1/39",0.373326350068734,0.44160004054823,0,0,2.19009549189429,2.1579061444568,"PTPRC"
"Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189)","2/110",0.377305058534217,0.44601712687389,0,0,1.54221594475832,1.50319980127283,"PTGER4;CXCL9"
"L-alpha-amino Acid Transmembrane Transport (GO:1902475)","1/40",0.380798323600528,0.446960194496373,0,0,2.13383100724873,2.06018263744138,"SLC7A8"
"Regulation Of Glycolytic Process (GO:0006110)","1/40",0.380798323600528,0.446960194496373,0,0,2.13383100724873,2.06018263744138,"FBP1"
"Regulation Of Protein Dephosphorylation (GO:0035304)","1/40",0.380798323600528,0.446960194496373,0,0,2.13383100724873,2.06018263744138,"LILRB2"
"Cellular Response To Heat (GO:0034605)","1/40",0.380798323600528,0.446960194496373,0,0,2.13383100724873,2.06018263744138,"HMOX1"
"Retinoid Metabolic Process (GO:0001523)","1/40",0.380798323600528,0.446960194496373,0,0,2.13383100724873,2.06018263744138,"ALDH1A1"
"Endothelial Cell Migration (GO:0043542)","1/40",0.380798323600528,0.446960194496373,0,0,2.13383100724873,2.06018263744138,"LPXN"
"Positive Regulation Of Cell Cycle G1/S Phase Transition (GO:1902808)","1/40",0.380798323600528,0.446960194496373,0,0,2.13383100724873,2.06018263744138,"AIF1"
"Positive Regulation Of Insulin Secretion (GO:0032024)","1/40",0.380798323600528,0.446960194496373,0,0,2.13383100724873,2.06018263744138,"HLA-DRB1"
"Positive Regulation Of Wound Healing (GO:0090303)","1/40",0.380798323600528,0.446960194496373,0,0,2.13383100724873,2.06018263744138,"CLEC7A"
"Protein Localization To Chromosome (GO:0034502)","1/40",0.380798323600528,0.446960194496373,0,0,2.13383100724873,2.06018263744138,"TPP1"
"Protein Localization To Cilium (GO:0061512)","1/40",0.380798323600528,0.446960194496373,0,0,2.13383100724873,2.06018263744138,"SNX10"
"RNA Metabolic Process (GO:0016070)","2/111",0.381543236229036,0.447258909307045,0,0,1.52798942621676,1.47226533644033,"RNASE6;RNASE1"
"Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015)","2/111",0.381543236229036,0.447258909307045,0,0,1.52798942621676,1.47226533644033,"SPRED1;ZEB2"
"Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071900)","2/112",0.385769196111862,0.451632229594375,0,0,1.51402157164869,1.44212981053443,"CSF1R;SLC8A1"
"Protein Deubiquitination (GO:0016579)","2/112",0.385769196111862,0.451632229594375,0,0,1.51402157164869,1.44212981053443,"TNFAIP3;OTUD1"
"Acylglycerol Metabolic Process (GO:0006639)","1/41",0.388181576823423,0.452134863426516,0,0,2.08037974683544,1.96862604765523,"LCP1"
"Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090199)","1/41",0.388181576823423,0.452134863426516,0,0,2.08037974683544,1.96862604765523,"PLAUR"
"Cellular Response To Retinoic Acid (GO:0071300)","1/41",0.388181576823423,0.452134863426516,0,0,2.08037974683544,1.96862604765523,"LYN"
"Stem Cell Differentiation (GO:0048863)","1/41",0.388181576823423,0.452134863426516,0,0,2.08037974683544,1.96862604765523,"PTPRC"
"Heart Contraction (GO:0060047)","1/41",0.388181576823423,0.452134863426516,0,0,2.08037974683544,1.96862604765523,"SLC8A1"
"Negative Regulation Of mRNA Catabolic Process (GO:1902373)","1/41",0.388181576823423,0.452134863426516,0,0,2.08037974683544,1.96862604765523,"SLC11A1"
"Positive Regulation Of Actin Filament Polymerization (GO:0030838)","1/41",0.388181576823423,0.452134863426516,0,0,2.08037974683544,1.96862604765523,"NCKAP1L"
"Positive Regulation Of Viral Process (GO:0048524)","1/41",0.388181576823423,0.452134863426516,0,0,2.08037974683544,1.96862604765523,"CD209"
"Regulation Of MAP Kinase Activity (GO:0043405)","2/114",0.394183233875687,0.458582541336789,0,0,1.48683414043584,1.38415250816025,"LYN;TLR4"
"Amino Acid Transmembrane Transport (GO:0003333)","1/42",0.395477158729589,0.458582541336789,0,0,2.0295358649789,1.88272379953048,"SLC7A8"
"Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000058)","1/42",0.395477158729589,0.458582541336789,0,0,2.0295358649789,1.88272379953048,"LAPTM5"
"Modulation By Host Of Symbiont Process (GO:0051851)","1/42",0.395477158729589,0.458582541336789,0,0,2.0295358649789,1.88272379953048,"CCL3"
"Monoatomic Cation Transport (GO:0006812)","1/42",0.395477158729589,0.458582541336789,0,0,2.0295358649789,1.88272379953048,"SLC11A1"
"Positive Regulation Of Calcium Ion Transmembrane Transport (GO:1904427)","1/42",0.395477158729589,0.458582541336789,0,0,2.0295358649789,1.88272379953048,"CXCL9"
"Regulation Of Axonogenesis (GO:0050770)","1/42",0.395477158729589,0.458582541336789,0,0,2.0295358649789,1.88272379953048,"PLXNC1"
"Regulation Of Endothelial Cell Apoptotic Process (GO:2000351)","1/43",0.402686106008987,0.465167484078779,0,0,1.98111312035363,1.80201636129206,"TNFAIP3"
"Ephrin Receptor Signaling Pathway (GO:0048013)","1/43",0.402686106008987,0.465167484078779,0,0,1.98111312035363,1.80201636129206,"LYN"
"Glycolipid Biosynthetic Process (GO:0009247)","1/43",0.402686106008987,0.465167484078779,0,0,1.98111312035363,1.80201636129206,"ST3GAL5"
"mRNA Transcription (GO:0009299)","1/43",0.402686106008987,0.465167484078779,0,0,1.98111312035363,1.80201636129206,"C5AR1"
"Positive Regulation Of miRNA Transcription (GO:1902895)","1/43",0.402686106008987,0.465167484078779,0,0,1.98111312035363,1.80201636129206,"SPI1"
"Regulation Of Cellular Component Size (GO:0032535)","1/43",0.402686106008987,0.465167484078779,0,0,1.98111312035363,1.80201636129206,"VAV1"
"Regulation Of Signal Transduction (GO:0009966)","3/193",0.403922355925108,0.466300238738859,0,0,1.31502799552072,1.19211575810377,"PRNP;TREM2;KCTD12"
"Protein Maturation (GO:0051604)","2/117",0.406705212972613,0.469215881380169,0,0,1.44782608695652,1.30256084314233,"SRGN;CTSS"
"Autophagosome Maturation (GO:0097352)","1/44",0.409809443199498,0.471604053246615,0,0,1.9349425964086,1.72609069739598,"VAMP8"
"Cellular Response To Ketone (GO:1901655)","1/44",0.409809443199498,0.471604053246615,0,0,1.9349425964086,1.72609069739598,"PTGER4"
"Nucleobase-Containing Compound Catabolic Process (GO:0034655)","1/44",0.409809443199498,0.471604053246615,0,0,1.9349425964086,1.72609069739598,"RNASE6"
"Positive Regulation Of Nucleocytoplasmic Transport (GO:0046824)","1/44",0.409809443199498,0.471604053246615,0,0,1.9349425964086,1.72609069739598,"HCLS1"
"Positive Regulation Of Cell Projection Organization (GO:0031346)","2/118",0.410851679595004,0.472505336432085,0,0,1.43527177089421,1.27670726081256,"LYN;PLXNC1"
"Nervous System Development (GO:0007399)","6/433",0.411236100774092,0.472649431513513,0,0,1.17106113219737,1.04059060582893,"ZEB2;ST8SIA4;PPT1;CAPG;TPP1;NAIP"
"Positive Regulation Of Protein Metabolic Process (GO:0051247)","3/196",0.413476018080098,0.47492459507437,0,0,1.2943887112777,1.14314685068842,"CD86;TNFAIP3;TNFSF13B"
"Regulation Of Protein-Containing Complex Assembly (GO:0043254)","2/119",0.414983946779781,0.476099615022258,0,0,1.42293205852528,1.25149071833004,"SYK;CLEC7A"
"Regulation Of Cellular Metabolic Process (GO:0031323)","1/45",0.416848182670256,0.476099615022258,0,0,1.89087073264288,1.65457465626286,"NPC2"
"I-kappaB kinase/NF-kappaB Signaling (GO:0007249)","1/45",0.416848182670256,0.476099615022258,0,0,1.89087073264288,1.65457465626286,"TLR4"
"Regulation Of Stem Cell Differentiation (GO:2000736)","1/45",0.416848182670256,0.476099615022258,0,0,1.89087073264288,1.65457465626286,"OSM"
"Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173)","1/45",0.416848182670256,0.476099615022258,0,0,1.89087073264288,1.65457465626286,"GRB2"
"Triglyceride Metabolic Process (GO:0006641)","1/45",0.416848182670256,0.476099615022258,0,0,1.89087073264288,1.65457465626286,"LCP1"
"Negative Regulation Of Response To Biotic Stimulus (GO:0002832)","1/45",0.416848182670256,0.476099615022258,0,0,1.89087073264288,1.65457465626286,"TNFAIP3"
"Organic Hydroxy Compound Transport (GO:0015850)","1/45",0.416848182670256,0.476099615022258,0,0,1.89087073264288,1.65457465626286,"SLCO2B1"
"Positive Regulation Of Innate Immune Response (GO:0045089)","1/45",0.416848182670256,0.476099615022258,0,0,1.89087073264288,1.65457465626286,"SPI1"
"Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058)","1/46",0.423803324908836,0.481031278552406,0,0,1.84875761837787,1.5871321403015,"PLAUR"
"Regulation Of Fibroblast Proliferation (GO:0048145)","1/46",0.423803324908836,0.481031278552406,0,0,1.84875761837787,1.5871321403015,"CD74"
"Amino Acid Transport (GO:0006865)","1/46",0.423803324908836,0.481031278552406,0,0,1.84875761837787,1.5871321403015,"SLC7A8"
"Regulation Of Nervous System Development (GO:0051960)","1/46",0.423803324908836,0.481031278552406,0,0,1.84875761837787,1.5871321403015,"TYMP"
"Replication Fork Processing (GO:0031297)","1/46",0.423803324908836,0.481031278552406,0,0,1.84875761837787,1.5871321403015,"SAMHD1"
"Development Of Primary Male Sexual Characteristics (GO:0046546)","1/46",0.423803324908836,0.481031278552406,0,0,1.84875761837787,1.5871321403015,"LHFPL2"
"Mitotic G2/M Transition Checkpoint (GO:0044818)","1/46",0.423803324908836,0.481031278552406,0,0,1.84875761837787,1.5871321403015,"TNFSF13B"
"Negative Regulation Of Cellular Metabolic Process (GO:0031324)","1/46",0.423803324908836,0.481031278552406,0,0,1.84875761837787,1.5871321403015,"FBP1"
"Positive Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043536)","1/46",0.423803324908836,0.481031278552406,0,0,1.84875761837787,1.5871321403015,"HMOX1"
"Positive Regulation Of Cell-Cell Adhesion (GO:0022409)","1/46",0.423803324908836,0.481031278552406,0,0,1.84875761837787,1.5871321403015,"PLAUR"
"Bicellular Tight Junction Assembly (GO:0070830)","1/47",0.430675858728645,0.487013494309392,0,0,1.8084755090809,1.52345893647776,"PECAM1"
"Regulation Of Signal Transduction By P53 Class Mediator (GO:1901796)","1/47",0.430675858728645,0.487013494309392,0,0,1.8084755090809,1.52345893647776,"SGK1"
"Insulin Receptor Signaling Pathway (GO:0008286)","1/47",0.430675858728645,0.487013494309392,0,0,1.8084755090809,1.52345893647776,"GRB2"
"Negative Regulation Of Hydrolase Activity (GO:0051346)","1/47",0.430675858728645,0.487013494309392,0,0,1.8084755090809,1.52345893647776,"CTSB"
"Positive Regulation Of Epithelial To Mesenchymal Transition (GO:0010718)","1/47",0.430675858728645,0.487013494309392,0,0,1.8084755090809,1.52345893647776,"GLIPR2"
"Protein Monoubiquitination (GO:0006513)","1/47",0.430675858728645,0.487013494309392,0,0,1.8084755090809,1.52345893647776,"TNFSF13B"
"Organonitrogen Compound Biosynthetic Process (GO:1901566)","2/123",0.431366145667005,0.487189999812146,0,0,1.3756128309287,1.15661254949984,"BCAT1;SGPP1"
"Positive Regulation Of Epithelial Cell Proliferation (GO:0050679)","2/123",0.431366145667005,0.487189999812146,0,0,1.3756128309287,1.15661254949984,"GRN;C5AR1"
"Negative Regulation Of Growth (GO:0045926)","2/124",0.435423826711443,0.491068283123799,0,0,1.36426785218116,1.1343005982318,"PPT1;FBP1"
"Protein Dephosphorylation (GO:0006470)","2/124",0.435423826711443,0.491068283123799,0,0,1.36426785218116,1.1343005982318,"PTPRC;PTPN6"
"Positive Regulation Of Cell Differentiation (GO:0045597)","4/283",0.43560772044644,0.491068283123799,0,0,1.19370155929296,0.991981710106397,"MSR1;GLIPR2;ADAM8;LCP1"
"Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242)","1/48",0.437466761042901,0.491644714813463,0,0,1.76990753209444,1.46327910670699,"PLAUR"
"Cellular Response To Radiation (GO:0071478)","1/48",0.437466761042901,0.491644714813463,0,0,1.76990753209444,1.46327910670699,"GRB2"
"Retrograde Vesicle-Mediated Transport, Golgi To Endoplasmic Reticulum (GO:0006890)","1/48",0.437466761042901,0.491644714813463,0,0,1.76990753209444,1.46327910670699,"CCL13"
"Oligosaccharide Metabolic Process (GO:0009311)","1/48",0.437466761042901,0.491644714813463,0,0,1.76990753209444,1.46327910670699,"ST8SIA4"
"Regulation Of DNA Binding (GO:0051101)","1/48",0.437466761042901,0.491644714813463,0,0,1.76990753209444,1.46327910670699,"PLAUR"
"Negative Regulation Of Cell Growth (GO:0030308)","2/125",0.439465926002431,0.493587345460858,0,0,1.35310734463277,1.11251822023266,"PPT1;FBP1"
"Antibacterial Humoral Response (GO:0019731)","1/49",0.444176997613244,0.497042235365986,0,0,1.73294655414909,1.40634184762685,"RNASE6"
"Unsaturated Fatty Acid Metabolic Process (GO:0033559)","1/49",0.444176997613244,0.497042235365986,0,0,1.73294655414909,1.40634184762685,"ALOX5"
"Heterophilic Cell-Cell Adhesion Via Plasma Membrane Cell Adhesion Molecules (GO:0007157)","1/49",0.444176997613244,0.497042235365986,0,0,1.73294655414909,1.40634184762685,"CD209"
"Interferon-Mediated Signaling Pathway (GO:0140888)","1/49",0.444176997613244,0.497042235365986,0,0,1.73294655414909,1.40634184762685,"IFNGR1"
"Positive Regulation Of miRNA Metabolic Process (GO:2000630)","1/49",0.444176997613244,0.497042235365986,0,0,1.73294655414909,1.40634184762685,"SPI1"
"Positive Regulation Of Nervous System Development (GO:0051962)","1/49",0.444176997613244,0.497042235365986,0,0,1.73294655414909,1.40634184762685,"TGM2"
"G Protein-Coupled Receptor Signaling Pathway, Coupled To Cyclic Nucleotide Second Messenger (GO:0007187)","1/50",0.45080752247898,0.502611809903215,0,0,1.69749418754844,1.35241875911127,"CCR1"
"Regulation Of Mitochondrion Organization (GO:0010821)","1/50",0.45080752247898,0.502611809903215,0,0,1.69749418754844,1.35241875911127,"TREM2"
"Cell Chemotaxis (GO:0060326)","1/50",0.45080752247898,0.502611809903215,0,0,1.69749418754844,1.35241875911127,"ARRB2"
"Negative Regulation Of Cell Projection Organization (GO:0031345)","1/50",0.45080752247898,0.502611809903215,0,0,1.69749418754844,1.35241875911127,"PRNP"
"Positive Regulation Of Fat Cell Differentiation (GO:0045600)","1/50",0.45080752247898,0.502611809903215,0,0,1.69749418754844,1.35241875911127,"LCP1"
"Positive Regulation Of Transport (GO:0051050)","1/50",0.45080752247898,0.502611809903215,0,0,1.69749418754844,1.35241875911127,"SGK1"
"Protein Stabilization (GO:0050821)","3/208",0.451169101948658,0.502707661548168,0,0,1.21787234042553,0.969320502213161,"GRN;TYROBP;MFSD1"
"Protein Homooligomerization (GO:0051260)","2/129",0.455474520241907,0.506818544588536,0,0,1.31022287468304,1.03037957952229,"SAMHD1;B2M"
"Amide Biosynthetic Process (GO:0043604)","1/51",0.457359278724084,0.506818544588536,0,0,1.66345991561181,1.30130145190048,"ASAH1"
"Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051279)","1/51",0.457359278724084,0.506818544588536,0,0,1.66345991561181,1.30130145190048,"CXCL9"
"Regulation Of Stress-Activated MAPK Cascade (GO:0032872)","1/51",0.457359278724084,0.506818544588536,0,0,1.66345991561181,1.30130145190048,"LGALS9"
"Sensory Perception (GO:0007600)","1/51",0.457359278724084,0.506818544588536,0,0,1.66345991561181,1.30130145190048,"C5AR1"
"Negative Regulation Of MAP Kinase Activity (GO:0043407)","1/51",0.457359278724084,0.506818544588536,0,0,1.66345991561181,1.30130145190048,"LYN"
"Positive Regulation Of Actin Filament Bundle Assembly (GO:0032233)","1/51",0.457359278724084,0.506818544588536,0,0,1.66345991561181,1.30130145190048,"PLEK"
"Positive Regulation Of Protein Localization To Cell Periphery (GO:1904377)","1/51",0.457359278724084,0.506818544588536,0,0,1.66345991561181,1.30130145190048,"TREM2"
"Positive Regulation Of Protein Localization To Plasma Membrane (GO:1903078)","1/51",0.457359278724084,0.506818544588536,0,0,1.66345991561181,1.30130145190048,"TREM2"
"Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0007178)","2/130",0.459435781916865,0.508810483434342,0,0,1.29992055084746,1.01102114234495,"LPXN;ARRB2"
"Arachidonic Acid Metabolic Process (GO:0019369)","1/52",0.463833198070293,0.512125758644198,0,0,1.63076032100604,1.25279945525402,"TBXAS1"
"Regulation Of Peptide Hormone Secretion (GO:0090276)","1/52",0.463833198070293,0.512125758644198,0,0,1.63076032100604,1.25279945525402,"ALOX5"
"Regulation Of Proteolysis (GO:0030162)","1/52",0.463833198070293,0.512125758644198,0,0,1.63076032100604,1.25279945525402,"PLAUR"
"Cell Cycle G1/S Phase Transition (GO:0044843)","1/52",0.463833198070293,0.512125758644198,0,0,1.63076032100604,1.25279945525402,"BCAT1"
"Cellular Response To Ionizing Radiation (GO:0071479)","1/52",0.463833198070293,0.512125758644198,0,0,1.63076032100604,1.25279945525402,"GRB2"
